,Attrition,Business Travel,CF_age band,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Distance From Home,Education,Environment Satisfaction,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
923,No,Travel_Frequently,25 - 34,HR,Life Sciences,1289,Male,Human Resources,Married,No,5,34,11,Bachelor's Degree,3,2,2,2,4490,4,11,3,4,2,14,4,10,9,1,8
924,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1291,Male,Research Scientist,Married,Yes,3,35,6,High School,3,3,1,3,3506,0,14,3,4,0,4,3,3,2,2,2
925,No,Travel_Rarely,35 - 44,R&D,Medical,1292,Female,Research Scientist,Married,Yes,2,42,7,Master's Degree,2,4,2,2,2372,6,16,3,4,0,18,3,1,0,0,0
926,No,Travel_Rarely,35 - 44,Sales,Marketing,1293,Female,Sales Executive,Single,No,3,43,4,Master's Degree,4,2,3,4,10231,3,14,3,4,0,23,4,21,7,15,17
927,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1294,Female,Manufacturing Director,Single,Yes,2,36,2,Master's Degree,3,3,2,2,5410,9,11,3,4,0,18,3,16,14,5,12
928,Yes,Travel_Rarely,35 - 44,R&D,Medical,1295,Female,Healthcare Representative,Married,No,2,44,15,Bachelor's Degree,1,3,3,4,7978,1,11,3,4,1,10,3,10,7,0,5
929,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1296,Male,Laboratory Technician,Married,Yes,2,28,2,Bachelor's Degree,4,2,1,4,3867,1,12,3,2,1,2,3,2,2,2,2
930,No,Travel_Frequently,45 - 54,R&D,Medical,1297,Female,Laboratory Technician,Single,No,6,51,6,Associates Degree,2,2,1,3,2838,0,14,3,2,0,8,2,7,0,7,7
931,No,Non-Travel,25 - 34,R&D,Medical,1298,Female,Manufacturing Director,Single,Yes,3,30,9,Associates Degree,3,3,2,3,4695,7,18,3,3,0,10,3,8,4,1,7
932,Yes,Travel_Rarely,25 - 34,R&D,Technical Degree,1299,Female,Laboratory Technician,Divorced,Yes,2,29,7,Bachelor's Degree,2,3,1,3,3339,3,13,3,1,2,10,3,7,7,7,7
933,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1301,Male,Research Scientist,Single,No,2,28,1,Bachelor's Degree,4,3,1,1,2080,2,11,3,2,0,5,2,3,2,1,2
934,No,Travel_Rarely,25 - 34,R&D,Medical,1303,Female,Research Scientist,Single,No,3,25,1,Bachelor's Degree,4,3,1,2,2096,1,18,3,4,0,2,2,2,2,2,1
935,No,Travel_Rarely,25 - 34,Sales,Medical,1304,Male,Sales Executive,Married,No,4,32,8,Bachelor's Degree,3,4,2,4,6209,1,15,3,3,2,10,4,10,7,0,8
936,No,Travel_Frequently,45 - 54,R&D,Medical,1306,Female,Manager,Single,No,4,45,25,Bachelor's Degree,2,3,5,2,18061,3,22,4,3,0,22,3,0,0,0,0
937,No,Travel_Rarely,35 - 44,R&D,Medical,1307,Female,Manager,Divorced,Yes,4,39,13,Master's Degree,3,2,4,2,17123,6,13,3,4,2,21,3,19,9,15,2
938,No,Travel_Rarely,Over 55,R&D,Life Sciences,1308,Male,Research Scientist,Divorced,No,3,58,23,Master's Degree,1,3,1,3,2372,1,12,3,4,2,2,3,2,2,2,2
939,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1309,Male,Laboratory Technician,Married,No,3,32,7,Associates Degree,4,3,2,3,4883,1,18,3,1,1,10,3,10,4,1,1
940,Yes,Travel_Rarely,35 - 44,R&D,Medical,1310,Male,Research Scientist,Single,No,2,39,23,Bachelor's Degree,3,3,1,1,3904,0,13,3,1,0,6,3,5,2,0,3
941,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1311,Female,Laboratory Technician,Married,No,6,30,6,Bachelor's Degree,1,2,2,4,4627,0,12,3,1,1,10,3,9,2,6,7
942,No,Travel_Rarely,35 - 44,R&D,Technical Degree,1312,Female,Healthcare Representative,Married,No,0,36,10,Master's Degree,4,3,3,3,7094,3,12,3,1,0,10,3,7,7,1,7
943,No,Travel_Rarely,45 - 54,HR,Life Sciences,1314,Female,Human Resources,Single,No,3,46,1,Associates Degree,4,3,1,1,3423,6,12,3,3,0,10,4,7,6,5,7
944,No,Non-Travel,25 - 34,R&D,Life Sciences,1315,Female,Laboratory Technician,Married,No,6,28,1,Bachelor's Degree,3,1,2,4,6674,0,11,3,1,3,10,3,9,8,7,5
945,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1317,Female,Research Director,Married,Yes,2,50,28,Bachelor's Degree,4,3,4,1,16880,4,11,3,2,0,25,3,3,2,1,2
946,Yes,Travel_Rarely,35 - 44,Sales,Marketing,1318,Male,Sales Executive,Single,Yes,2,40,25,Master's Degree,4,2,3,2,9094,2,12,3,3,0,9,3,5,4,1,0
947,Yes,Travel_Rarely,45 - 54,Sales,Life Sciences,1319,Male,Sales Executive,Single,Yes,2,52,5,Bachelor's Degree,2,3,3,2,8446,9,19,3,3,0,10,2,8,7,7,7
948,No,Travel_Rarely,25 - 34,R&D,Medical,1321,Female,Manager,Married,Yes,2,30,17,Master's Degree,2,3,3,1,11916,1,23,4,4,2,9,3,9,1,0,8
949,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1322,Male,Manufacturing Director,Single,No,6,39,18,Associates Degree,1,3,2,3,4534,0,11,3,1,0,9,3,8,7,1,7
950,No,Non-Travel,25 - 34,Sales,Life Sciences,1324,Female,Sales Executive,Divorced,Yes,5,31,2,Master's Degree,4,3,3,3,9852,1,19,3,1,1,10,2,10,8,9,6
951,No,Non-Travel,35 - 44,Sales,Medical,1329,Male,Sales Executive,Single,No,4,41,10,Associates Degree,3,1,2,2,6151,1,13,3,1,0,19,3,19,2,11,9
952,Yes,Travel_Frequently,25 - 34,Sales,Life Sciences,1331,Female,Sales Representative,Single,Yes,2,31,1,Bachelor's Degree,4,3,1,2,2302,1,11,3,1,0,3,4,3,2,2,2
953,Yes,Travel_Rarely,35 - 44,R&D,Life Sciences,1333,Male,Laboratory Technician,Married,No,4,44,3,Bachelor's Degree,1,3,1,1,2362,4,12,3,3,0,10,4,3,2,1,2
954,No,Non-Travel,35 - 44,R&D,Life Sciences,1334,Male,Manager,Married,Yes,3,42,2,High School,3,3,4,3,17861,0,13,3,4,0,21,2,20,8,2,10
955,No,Travel_Rarely,Over 55,R&D,Medical,1336,Female,Manager,Married,No,5,55,2,Associates Degree,4,1,5,3,19187,4,14,3,4,1,23,3,19,9,9,11
956,No,Travel_Rarely,Over 55,HR,Life Sciences,1338,Male,Manager,Single,No,4,56,8,Master's Degree,4,3,5,2,19717,6,14,3,1,0,36,3,7,3,7,7
957,No,Non-Travel,35 - 44,R&D,Life Sciences,1340,Male,Research Scientist,Divorced,No,0,40,16,Associates Degree,3,3,1,3,3544,9,16,3,2,1,6,3,4,2,0,0
958,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1344,Male,Healthcare Representative,Divorced,No,0,34,9,Bachelor's Degree,4,3,3,4,8500,0,11,3,4,1,10,2,9,7,1,6
959,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1346,Male,Research Scientist,Single,No,4,40,2,Bachelor's Degree,3,3,2,4,4661,1,13,3,3,0,9,3,9,8,8,8
960,No,Travel_Frequently,35 - 44,Sales,Marketing,1349,Female,Sales Executive,Divorced,No,2,41,1,Bachelor's Degree,3,3,2,1,4103,0,17,3,4,1,10,3,9,3,1,7
961,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1350,Male,Research Scientist,Single,Yes,3,35,4,Master's Degree,3,3,2,3,4249,1,11,3,2,0,9,3,9,6,1,1
962,No,Travel_Rarely,45 - 54,HR,Life Sciences,1352,Male,Manager,Divorced,Yes,2,51,5,Bachelor's Degree,3,3,4,2,14026,1,11,3,2,1,33,3,33,9,0,10
963,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1355,Female,Sales Executive,Divorced,No,3,38,2,Associates Degree,2,3,2,1,6893,3,15,3,4,1,11,3,7,7,1,7
964,No,Travel_Rarely,25 - 34,Sales,Medical,1356,Female,Sales Executive,Single,No,6,34,15,Associates Degree,3,3,2,1,6125,1,12,3,4,0,10,4,10,8,9,6
965,No,Travel_Rarely,25 - 34,R&D,Medical,1358,Male,Laboratory Technician,Married,No,6,25,19,High School,4,3,1,4,3669,3,11,3,3,3,7,2,3,2,1,2
966,Yes,Travel_Rarely,Over 55,R&D,Medical,1360,Female,Manufacturing Director,Married,Yes,0,58,7,Master's Degree,3,2,3,1,10008,7,14,3,4,0,31,2,10,9,5,9
967,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1361,Male,Laboratory Technician,Married,No,3,40,1,Master's Degree,2,3,1,2,2387,3,22,4,3,1,7,3,4,2,0,3
968,No,Travel_Frequently,35 - 44,Sales,Marketing,1362,Female,Sales Executive,Married,No,2,36,7,Bachelor's Degree,1,4,2,1,4639,2,16,3,4,1,17,2,15,7,6,13
969,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1363,Male,Manufacturing Director,Single,No,2,48,4,Bachelor's Degree,4,3,3,4,7898,1,11,3,3,0,11,3,10,9,0,8
970,No,Travel_Rarely,25 - 34,Sales,Medical,1364,Female,Sales Representative,Married,No,4,27,11,Bachelor's Degree,3,4,1,4,2534,8,14,3,2,1,5,3,1,0,0,0
971,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1367,Female,Manufacturing Director,Single,No,1,51,11,Associates Degree,4,2,4,2,13142,3,16,3,2,0,29,2,5,2,0,3
972,No,Non-Travel,Under 25,R&D,Life Sciences,1368,Female,Laboratory Technician,Single,No,5,18,1,Bachelor's Degree,4,3,1,4,1611,1,15,3,3,0,0,4,0,0,0,0
973,No,Travel_Rarely,35 - 44,R&D,Medical,1369,Female,Laboratory Technician,Married,No,0,35,1,Bachelor's Degree,4,2,2,4,5363,0,12,3,2,1,10,3,9,7,0,0
974,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1371,Male,Sales Executive,Single,No,3,27,2,High School,4,1,2,4,5071,3,20,4,2,0,8,3,6,2,0,0
975,Yes,Travel_Rarely,Over 55,Sales,Marketing,1372,Male,Sales Executive,Single,Yes,2,55,13,Master's Degree,1,4,4,3,13695,6,17,3,3,0,24,2,19,7,3,8
976,No,Travel_Rarely,Over 55,R&D,Life Sciences,1373,Male,Manufacturing Director,Married,Yes,0,56,23,Bachelor's Degree,4,3,4,2,13402,4,12,3,1,1,33,3,19,16,15,9
977,No,Non-Travel,25 - 34,R&D,Technical Degree,1374,Female,Research Scientist,Divorced,No,2,34,26,High School,1,2,1,3,2029,1,20,4,3,3,5,3,5,4,0,0
978,No,Travel_Rarely,35 - 44,R&D,Medical,1375,Female,Healthcare Representative,Divorced,No,0,40,2,High School,2,4,2,3,6377,5,20,4,2,3,15,3,12,11,11,8
979,No,Travel_Rarely,25 - 34,R&D,Medical,1377,Male,Laboratory Technician,Married,No,1,34,29,Bachelor's Degree,2,3,2,3,5429,4,13,3,1,2,10,3,8,7,7,7
980,Yes,Travel_Frequently,25 - 34,Sales,Life Sciences,1379,Female,Sales Representative,Single,No,3,31,2,Bachelor's Degree,3,2,1,4,2785,7,14,3,3,0,3,4,1,0,0,0
981,Yes,Travel_Frequently,35 - 44,Sales,Marketing,1380,Female,Sales Executive,Married,Yes,0,35,18,Master's Degree,4,3,2,3,4614,0,18,3,3,1,5,2,4,2,3,2
982,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1382,Male,Research Scientist,Divorced,No,2,38,7,Bachelor's Degree,4,4,1,3,2610,1,11,3,4,3,4,3,4,2,0,3
983,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1383,Female,Healthcare Representative,Single,No,2,34,2,Master's Degree,3,3,2,4,6687,1,11,3,4,0,14,4,14,11,4,11
984,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1387,Male,Sales Executive,Married,No,0,28,26,Bachelor's Degree,3,2,2,1,4724,1,11,3,3,1,5,3,5,3,0,4
985,Yes,Travel_Rarely,25 - 34,R&D,Medical,1389,Male,Manufacturing Director,Married,Yes,3,31,22,Master's Degree,4,3,2,3,6179,1,15,3,4,2,10,2,10,2,6,7
986,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1390,Male,Sales Executive,Married,Yes,2,39,21,Master's Degree,1,2,2,4,6120,3,12,3,4,2,8,4,5,4,1,4
987,No,Travel_Frequently,45 - 54,Sales,Marketing,1391,Male,Sales Executive,Married,No,5,51,2,Bachelor's Degree,2,3,3,2,10596,2,11,3,2,0,14,3,4,2,3,2
988,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1392,Female,Research Scientist,Divorced,Yes,4,41,22,Bachelor's Degree,4,3,2,4,5467,3,14,3,1,2,12,2,6,2,3,3
989,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1394,Male,Research Scientist,Married,Yes,2,37,4,High School,3,3,1,3,2996,7,15,3,4,0,8,3,6,4,1,3
990,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1395,Male,Sales Executive,Married,No,2,33,5,High School,2,3,2,4,9998,6,13,3,1,0,8,4,5,4,1,2
991,No,Travel_Rarely,25 - 34,Sales,Marketing,1396,Male,Sales Executive,Married,Yes,3,32,2,High School,3,3,2,2,4078,0,13,3,1,3,4,2,3,2,1,2
992,No,Non-Travel,35 - 44,R&D,Life Sciences,1397,Male,Healthcare Representative,Married,No,2,39,25,Associates Degree,3,3,3,3,10920,3,21,4,2,1,13,3,6,4,0,5
993,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1399,Male,Sales Executive,Married,No,3,25,18,High School,1,4,2,3,6232,2,11,3,2,0,6,2,3,2,1,2
994,No,Travel_Frequently,45 - 54,R&D,Medical,1401,Female,Manufacturing Director,Married,Yes,3,52,28,Associates Degree,4,4,4,3,13247,2,11,3,2,1,24,2,5,3,0,2
995,No,Travel_Rarely,35 - 44,R&D,Medical,1402,Female,Research Scientist,Single,Yes,3,43,6,Bachelor's Degree,1,2,2,3,4081,1,14,3,1,0,20,1,20,7,1,8
996,No,Travel_Rarely,25 - 34,Sales,Marketing,1403,Female,Sales Executive,Married,Yes,3,27,10,Bachelor's Degree,4,2,2,4,5769,1,11,3,4,0,6,3,6,2,4,4
997,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1405,Female,Research Scientist,Single,Yes,2,27,17,Master's Degree,4,3,1,3,2394,1,13,3,4,0,8,3,8,2,7,7
998,No,Travel_Rarely,25 - 34,R&D,Medical,1407,Male,Research Scientist,Single,No,2,26,2,High School,1,2,1,4,3904,0,12,3,4,0,5,3,4,3,1,1
999,No,Travel_Rarely,35 - 44,HR,Human Resources,1408,Female,Manager,Married,No,5,42,10,Bachelor's Degree,3,3,4,1,16799,0,14,3,3,1,21,3,20,7,0,9
1000,No,Non-Travel,25 - 34,R&D,Medical,1955,Female,Healthcare Representative,Divorced,No,6,32,15,Master's Degree,3,3,2,4,6667,5,18,3,2,1,9,3,5,1,1,2
1001,No,Non-Travel,35 - 44,R&D,Medical,1662,Female,Manufacturing Director,Married,No,6,36,1,Master's Degree,4,2,2,3,4374,0,15,3,3,0,4,3,3,2,1,2
1002,No,Non-Travel,35 - 44,R&D,Life Sciences,1630,Female,Healthcare Representative,Married,No,5,35,8,Master's Degree,3,3,2,3,4148,1,12,3,4,1,15,3,14,11,2,9
1003,No,Non-Travel,45 - 54,R&D,Medical,2000,Female,Research Director,Married,No,3,47,1,High School,3,3,3,2,11957,0,18,3,1,2,14,1,13,8,5,12
1004,No,Non-Travel,Under 25,R&D,Medical,1839,Female,Research Scientist,Single,No,4,18,14,Bachelor's Degree,2,3,1,3,1514,1,16,3,3,0,0,1,0,0,0,0
1005,No,Non-Travel,35 - 44,Sales,Life Sciences,1929,Female,Sales Executive,Married,No,1,39,21,Master's Degree,1,1,2,3,5736,6,19,3,3,1,10,3,3,2,1,2
1006,No,Non-Travel,Under 25,Sales,Life Sciences,1495,Female,Sales Representative,Married,No,2,24,13,Associates Degree,4,3,1,2,2033,1,13,3,3,1,1,3,1,0,0,0
1007,No,Non-Travel,25 - 34,Sales,Marketing,1756,Female,Sales Executive,Single,No,2,33,2,Bachelor's Degree,4,3,2,2,5147,8,15,3,4,0,13,2,11,7,1,7
1008,No,Travel_Frequently,45 - 54,R&D,Medical,1900,Female,Manager,Divorced,No,3,48,22,Bachelor's Degree,4,3,4,4,17174,3,11,3,2,1,24,3,22,17,4,7
1009,No,Travel_Frequently,35 - 44,R&D,Life Sciences,2025,Female,Manufacturing Director,Divorced,No,3,36,4,Associates Degree,4,3,2,2,5131,7,13,3,2,3,18,3,4,2,0,2
1010,No,Travel_Frequently,35 - 44,R&D,Medical,1760,Female,Laboratory Technician,Married,No,4,38,2,Associates Degree,3,2,1,2,2468,4,14,3,2,1,9,2,6,1,0,5
1011,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1870,Female,Research Scientist,Married,No,2,27,15,Bachelor's Degree,4,2,1,1,4774,0,19,3,4,1,8,2,7,6,7,3
1012,No,Travel_Frequently,35 - 44,R&D,Technical Degree,1985,Female,Laboratory Technician,Married,No,2,40,11,Bachelor's Degree,4,3,2,3,6323,1,11,3,1,1,10,4,10,9,9,4
1013,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1513,Female,Laboratory Technician,Married,No,3,29,2,High School,4,3,1,2,3180,0,13,3,3,3,4,3,3,2,0,2
1014,No,Travel_Frequently,35 - 44,R&D,Medical,1633,Female,Manufacturing Director,Single,No,2,39,4,Bachelor's Degree,1,3,2,3,5042,0,13,3,4,0,10,1,9,2,3,8
1015,No,Travel_Frequently,35 - 44,R&D,Medical,1480,Female,Laboratory Technician,Single,No,3,42,9,Associates Degree,1,3,1,4,3673,1,13,3,3,0,12,3,12,9,5,8
1016,No,Travel_Frequently,25 - 34,R&D,Technical Degree,1745,Female,Research Scientist,Single,No,2,30,2,Master's Degree,4,2,1,1,4968,0,16,3,4,0,10,3,9,7,0,7
1017,No,Travel_Frequently,35 - 44,Sales,Marketing,1481,Female,Sales Executive,Married,No,4,44,1,Doctoral Degree,1,3,2,3,4768,7,12,3,3,1,11,2,1,0,0,0
1018,No,Travel_Frequently,25 - 34,Sales,Marketing,1833,Female,Sales Executive,Married,No,3,31,7,Master's Degree,1,3,3,1,9637,2,14,3,4,2,9,3,3,2,2,2
1019,No,Travel_Rarely,25 - 34,HR,Human Resources,1987,Female,Human Resources,Married,No,3,25,2,Bachelor's Degree,3,3,1,2,2187,4,14,3,3,0,6,3,2,0,1,2
1020,No,Travel_Rarely,45 - 54,HR,Life Sciences,1625,Female,Manager,Married,No,2,47,26,Master's Degree,4,3,5,3,19658,3,11,3,3,1,27,3,5,2,1,0
1021,No,Travel_Rarely,25 - 34,HR,Medical,1461,Female,Human Resources,Single,No,3,31,8,Associates Degree,4,4,1,2,2109,9,18,3,4,0,8,3,3,2,0,2
1022,No,Travel_Rarely,25 - 34,R&D,Medical,1916,Female,Laboratory Technician,Divorced,No,0,31,4,Bachelor's Degree,1,4,1,3,3978,8,12,3,2,1,4,2,2,2,2,2
1023,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1829,Female,Healthcare Representative,Divorced,No,3,40,12,Bachelor's Degree,2,3,2,1,4448,2,12,3,2,1,15,3,7,4,7,7
1024,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1822,Female,Healthcare Representative,Divorced,No,3,40,1,Bachelor's Degree,3,3,2,4,6513,4,17,3,4,1,12,3,5,3,0,3
1025,No,Travel_Rarely,25 - 34,R&D,Technical Degree,1762,Female,Research Scientist,Divorced,No,2,29,4,Bachelor's Degree,4,2,1,1,2109,1,13,3,3,1,1,3,1,0,0,0
1026,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1658,Female,Research Scientist,Divorced,No,2,34,3,Bachelor's Degree,4,3,2,2,5433,1,12,3,3,1,11,3,11,8,7,9
1027,No,Travel_Rarely,45 - 54,R&D,Other,1635,Female,Manufacturing Director,Divorced,No,3,45,2,Associates Degree,4,2,2,4,5770,1,19,3,1,2,10,3,10,7,3,9
1028,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1656,Female,Research Director,Divorced,No,3,50,17,Doctoral Degree,4,2,3,1,13269,5,15,3,3,3,19,3,14,11,1,11
1029,No,Travel_Rarely,25 - 34,R&D,Medical,1502,Female,Laboratory Technician,Married,No,5,33,4,Master's Degree,1,2,1,2,3838,8,11,3,4,0,8,3,5,4,0,2
1030,No,Travel_Rarely,35 - 44,R&D,Medical,1866,Female,Manager,Married,No,2,43,6,Bachelor's Degree,1,2,5,3,19392,7,13,3,4,0,21,3,16,12,6,14
1031,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1786,Female,Manager,Married,No,2,51,3,Bachelor's Degree,1,3,3,3,13116,2,11,3,4,0,15,3,2,2,2,2
1032,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1701,Female,Research Scientist,Married,No,3,34,19,Bachelor's Degree,2,2,1,4,2929,1,12,3,2,0,10,3,10,9,8,7
1033,No,Travel_Rarely,25 - 34,R&D,Medical,1647,Female,Research Scientist,Married,No,0,27,8,Bachelor's Degree,2,4,1,3,3517,7,17,3,1,0,5,3,3,2,0,2
1034,No,Travel_Rarely,45 - 54,R&D,Other,1409,Female,Laboratory Technician,Married,No,2,52,8,Master's Degree,3,3,1,1,2950,9,13,3,3,0,12,1,5,4,0,4
1035,No,Travel_Rarely,35 - 44,R&D,Medical,2015,Female,Research Director,Married,No,3,38,10,Bachelor's Degree,2,1,3,3,13206,3,12,3,1,1,20,3,18,16,1,11
1036,No,Travel_Rarely,35 - 44,R&D,Medical,1640,Female,Research Scientist,Married,No,2,37,10,Bachelor's Degree,2,3,1,2,3936,1,11,3,1,1,8,1,8,4,7,7
1037,No,Travel_Rarely,25 - 34,R&D,Other,1544,Female,Healthcare Representative,Married,No,3,29,8,High School,3,1,2,1,9715,3,13,3,3,1,9,3,7,7,0,7
1038,No,Travel_Rarely,35 - 44,R&D,Life Sciences,2052,Female,Research Scientist,Married,No,5,35,1,Master's Degree,3,1,1,4,2977,1,12,3,4,1,4,3,4,3,1,1
1039,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1802,Female,Laboratory Technician,Married,No,5,40,2,Associates Degree,3,3,1,1,3377,4,17,3,4,1,7,2,4,3,0,2
1040,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1617,Female,Laboratory Technician,Married,No,3,49,25,Master's Degree,3,3,1,1,3211,1,14,3,4,1,10,2,9,6,1,4
1041,No,Travel_Rarely,45 - 54,R&D,Other,1576,Female,Research Scientist,Married,No,3,48,15,Master's Degree,3,3,1,1,2367,8,12,3,4,1,10,2,8,2,7,6
1042,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1447,Female,Laboratory Technician,Married,No,2,34,1,Bachelor's Degree,4,2,1,2,3294,5,17,3,1,1,7,2,5,4,0,2
1043,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1555,Female,Research Scientist,Married,No,2,32,5,Associates Degree,4,2,2,2,5878,3,12,3,1,1,12,3,7,1,2,5
1044,No,Travel_Rarely,35 - 44,R&D,Other,1782,Female,Laboratory Technician,Married,No,3,38,6,Associates Degree,4,2,1,3,3702,1,11,3,2,1,5,3,5,4,0,4
1045,No,Travel_Rarely,35 - 44,R&D,Medical,1687,Female,Laboratory Technician,Married,No,5,38,4,Associates Degree,4,3,1,3,3306,7,19,3,4,1,7,2,0,0,0,0
1046,No,Travel_Rarely,25 - 34,R&D,Medical,1709,Female,Laboratory Technician,Married,No,2,29,9,Master's Degree,4,3,1,3,2974,9,17,3,3,1,9,3,5,3,1,2
1047,No,Travel_Rarely,45 - 54,R&D,Medical,1830,Female,Research Scientist,Married,No,2,54,7,Master's Degree,4,3,2,4,6854,4,15,3,2,1,14,2,7,1,1,7
1048,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1628,Female,Manufacturing Director,Married,No,2,40,15,Bachelor's Degree,1,2,3,3,10435,1,13,3,4,2,18,3,18,15,14,12
1049,No,Travel_Rarely,45 - 54,R&D,Other,1655,Female,Research Director,Married,No,2,49,22,Master's Degree,1,3,4,2,16413,3,16,3,2,2,27,3,4,2,1,2
1050,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1969,Female,Research Scientist,Married,No,6,54,9,Associates Degree,1,3,2,3,2897,3,11,3,3,2,9,2,4,3,2,3
1051,No,Travel_Rarely,45 - 54,R&D,Medical,1443,Female,Research Director,Married,No,2,47,2,Master's Degree,1,3,4,3,17169,3,19,3,2,2,26,4,20,17,5,6
1052,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1888,Female,Manufacturing Director,Married,No,2,45,25,Associates Degree,2,2,2,4,5906,0,13,3,4,2,10,2,9,8,3,8
1053,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1651,Female,Healthcare Representative,Married,No,6,36,5,Master's Degree,2,3,3,1,8008,4,12,3,3,2,9,3,3,2,0,2
1054,No,Travel_Rarely,25 - 34,R&D,Other,1607,Female,Research Scientist,Married,No,3,32,5,Master's Degree,2,4,1,4,3312,3,17,3,4,2,6,3,3,2,0,2
1055,No,Travel_Rarely,35 - 44,R&D,Medical,2051,Female,Research Scientist,Married,No,2,40,2,Master's Degree,3,3,1,3,2001,2,14,3,2,3,20,3,5,3,0,2
1056,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1430,Female,Research Director,Single,No,3,31,8,Doctoral Degree,1,3,4,2,16422,3,11,3,3,0,9,4,3,2,1,0
1057,No,Travel_Rarely,35 - 44,R&D,Medical,1411,Female,Laboratory Technician,Single,No,6,37,11,Bachelor's Degree,1,3,1,3,3629,4,18,3,1,0,8,3,3,2,0,2
1058,No,Travel_Rarely,25 - 34,R&D,Medical,1816,Female,Manufacturing Director,Single,No,3,30,10,Bachelor's Degree,1,3,3,3,9667,9,14,3,2,0,9,3,7,7,0,2
1059,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1525,Female,Manufacturing Director,Single,No,3,39,6,Bachelor's Degree,2,3,3,2,8376,4,18,3,4,0,9,3,2,0,2,2
1060,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1856,Female,Laboratory Technician,Single,No,2,47,9,Master's Degree,2,3,1,3,2105,4,12,3,3,0,7,3,2,2,2,0
1061,No,Travel_Rarely,25 - 34,R&D,Life Sciences,2010,Female,Laboratory Technician,Single,No,3,32,29,Master's Degree,3,2,1,2,2837,1,13,3,3,0,6,3,6,2,4,1
1062,No,Travel_Rarely,Under 25,R&D,Medical,1735,Female,Laboratory Technician,Single,No,3,23,4,High School,3,3,1,2,3295,1,13,3,3,0,3,1,3,2,1,2
1063,No,Travel_Rarely,25 - 34,R&D,Medical,1751,Female,Research Scientist,Single,No,5,27,8,Bachelor's Degree,3,3,1,4,3445,1,11,3,3,0,6,2,6,2,1,4
1064,No,Travel_Rarely,25 - 34,R&D,Medical,2054,Female,Research Scientist,Single,No,3,29,28,Master's Degree,4,2,1,1,3785,1,14,3,2,0,5,1,5,4,0,4
1065,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1529,Female,Healthcare Representative,Single,No,3,35,16,Bachelor's Degree,4,2,3,2,8606,1,19,3,4,0,11,1,11,8,3,3
1066,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1719,Female,Research Director,Single,No,2,45,28,Associates Degree,4,2,4,2,16704,1,11,3,3,0,21,3,21,6,8,6
1067,No,Travel_Rarely,45 - 54,R&D,Medical,1422,Female,Research Director,Single,No,3,54,1,Bachelor's Degree,4,3,4,4,17328,6,19,3,4,0,29,2,20,7,12,7
